1.9249999999999998,1.9,1.95,4.58e-05,3.66e-06,-3.66e-06,'5.0%','-5.0%'
1.975,1.95,2.0,4.26e-05,3.41e-06,-3.41e-06,'5.0%','-5.0%'
2.05,2.0,2.1,4.5e-05,2.7e-06,-2.7e-06,'5.0%','-5.0%'
2.1500000000000004,2.1,2.2,4.08e-05,2.45e-06,-2.45e-06,'5.0%','-5.0%'
2.25,2.2,2.3,3.22e-05,2.25e-06,-2.25e-06,'5.0%','-5.0%'
2.3499999999999996,2.3,2.4,2.77e-05,1.94e-06,-1.94e-06,'5.0%','-5.0%'
2.45,2.4,2.5,2.33e-05,1.63e-06,-1.63e-06,'5.0%','-5.0%'
2.55,2.5,2.6,1.97e-05,1.58e-06,-1.58e-06,'5.0%','-5.0%'
2.6500000000000004,2.6,2.7,1.8e-05,1.44e-06,-1.44e-06,'5.0%','-5.0%'
2.75,2.7,2.8,1.29e-05,1.16e-06,-1.16e-06,'5.0%','-5.0%'
2.8499999999999996,2.8,2.9,1.15e-05,1.15e-06,-1.15e-06,'5.0%','-5.0%'
2.95,2.9,3.0,1.02e-05,1.12e-06,-1.12e-06,'5.0%','-5.0%'
3.05,3.0,3.1,1.22e-05,1.34e-06,-1.34e-06,'5.0%','-5.0%'
3.1500000000000004,3.1,3.2,6.16e-06,9.24e-07,-9.24e-07,'5.0%','-5.0%'
3.25,3.2,3.3,6.61e-06,1.06e-06,-1.06e-06,'5.0%','-5.0%'
3.3499999999999996,3.3,3.4,4.9e-06,1.18e-06,-1.18e-06,'5.0%','-5.0%'
3.45,3.4,3.5,7.34e-06,1.54e-06,-1.54e-06,'5.0%','-5.0%'
3.55,3.5,3.6,5.07e-06,1.27e-06,-1.27e-06,'5.0%','-5.0%'
3.6500000000000004,3.6,3.7,2.93e-06,9.08e-07,-9.08e-07,'5.0%','-5.0%'
3.75,3.7,3.8,4.18e-06,1.09e-06,-1.09e-06,'5.0%','-5.0%'
3.8499999999999996,3.8,3.9,1.81e-06,7.06e-07,-7.06e-07,'5.0%','-5.0%'
3.95,3.9,4.0,2.29e-06,8.47e-07,-8.47e-07,'5.0%','-5.0%'
4.05,4.0,4.1,1.43e-06,6.01e-07,-6.01e-07,'5.0%','-5.0%'
4.15,4.1,4.2,1.33e-06,6.52e-07,-6.52e-07,'5.0%','-5.0%'
4.25,4.2,4.3,5.82e-07,4.13e-07,-4.13e-07,'5.0%','-5.0%'
4.35,4.3,4.4,7.16e-07,4.73e-07,-4.73e-07,'5.0%','-5.0%'
4.45,4.4,4.5,8e-07,4.88e-07,-4.88e-07,'5.0%','-5.0%'
4.6,4.5,4.7,4.13e-07,2.93e-07,-2.93e-07,'5.0%','-5.0%'
4.800000000000001,4.7,4.9,7.7e-07,3.93e-07,-3.93e-07,'5.0%','-5.0%'
5.0,4.9,5.1,6.34e-07,3.74e-07,-3.74e-07,'5.0%','-5.0%'
5.199999999999999,5.1,5.3,6.29e-07,3.71e-07,-3.71e-07,'5.0%','-5.0%'
5.4,5.3,5.5,4.35e-07,3.13e-07,-3.13e-07,'5.0%','-5.0%'
5.75,5.5,6.0,9.07e-08,8.98e-08,-8.98e-08,'5.0%','-5.0%'

